transaction_id,order_id,merchant_id,customer_id,transaction_date,transaction_timestamp,transaction_status,payment_method,order_amount,customer_paid_amount,merchant_received_amount,tabby_fee_amount,installment_plan,first_installment_amount,subsequent_installment_amount,authorization_to_capture_hours,capture_to_settlement_hours,risk_score,is_fraudulent
TXN_00030061,ORD_00030061,MERCH_0032,CUST_003510,2024-02-25,2024-02-25 09:19:24,failed,bnpl_3installments,105.77,105.77,103.02,2.75,3.0,35.26,35.26,,,0.49,False
TXN_00030062,ORD_00030062,MERCH_0017,CUST_003931,2024-05-19,2024-05-19 09:24:41,settled,bnpl_3installments,837.06,837.06,818.06,19.0,3.0,279.02,279.02,0.53,3.33,0.104,False
TXN_00030063,ORD_00030063,MERCH_0022,CUST_002027,2024-06-08,2024-06-08 10:50:39,failed,bnpl_4installments,50.0,50.0,48.6,1.4,4.0,12.5,12.5,,,0.612,False
TXN_00030064,ORD_00030064,MERCH_0017,CUST_001420,2024-02-24,2024-02-24 17:15:35,failed,bnpl_4installments,160.55,160.55,156.91,3.64,4.0,40.14,40.14,,,0.535,False
TXN_00030065,ORD_00030065,MERCH_0019,CUST_000458,2024-04-15,2024-04-15 14:57:58,settled,bnpl_4installments,202.07,202.07,197.75,4.32,4.0,50.52,50.52,1.31,6.9,0.473,False
TXN_00030066,ORD_00030066,MERCH_0031,CUST_000669,2024-02-13,2024-02-13 08:32:33,settled,bnpl_3installments,50.0,50.0,47.84,2.16,3.0,16.67,16.67,1.17,2.94,0.682,False
TXN_00030067,ORD_00030067,MERCH_0001,CUST_003844,2024-02-08,2024-02-08 15:19:11,settled,bnpl_4installments,50.0,50.0,48.82,1.18,4.0,12.5,12.5,0.23,20.86,0.281,False
TXN_00030068,ORD_00030068,MERCH_0021,CUST_003073,2024-06-16,2024-06-16 13:11:52,settled,bnpl_4installments,137.6,137.6,133.24,4.36,4.0,34.4,34.4,1.49,33.2,0.702,False
TXN_00030069,ORD_00030069,MERCH_0026,CUST_001630,2024-05-01,2024-05-01 19:48:15,failed,bnpl_4installments,118.69,118.69,114.38,4.31,4.0,29.67,29.67,,,0.33,False
TXN_00030070,ORD_00030070,MERCH_0001,CUST_001583,2024-04-24,2024-04-24 19:33:42,settled,card,106.85,106.85,104.32,2.53,,,,0.68,37.58,0.495,False
TXN_00030071,ORD_00030071,MERCH_0012,CUST_000747,2024-03-30,2024-03-30 09:01:26,settled,bnpl_3installments,122.98,122.98,117.65,5.33,3.0,40.99,40.99,1.07,47.14,0.311,False
TXN_00030072,ORD_00030072,MERCH_0004,CUST_004649,2024-03-14,2024-03-14 11:44:44,settled,bnpl_4installments,448.17,448.17,426.97,21.2,4.0,112.04,112.04,1.93,3.33,0.606,False
TXN_00030073,ORD_00030073,MERCH_0027,CUST_003205,2024-01-31,2024-01-31 17:53:52,settled,bnpl_4installments,848.83,848.83,828.29,20.54,4.0,212.21,212.21,0.12,22.73,0.096,False
TXN_00030074,ORD_00030074,MERCH_0038,CUST_000038,2024-02-09,2024-02-09 10:10:58,failed,bnpl_3installments,407.07,407.07,398.03,9.04,3.0,135.69,135.69,,,0.315,False
TXN_00030075,ORD_00030075,MERCH_0020,CUST_003949,2024-03-15,2024-03-15 14:14:42,settled,bnpl_4installments,74.53,74.53,72.31,2.22,4.0,18.63,18.63,1.39,39.11,0.444,False
TXN_00030076,ORD_00030076,MERCH_0016,CUST_003290,2024-04-18,2024-04-18 19:00:07,settled,card,209.34,209.34,199.35,9.99,,,,1.03,43.69,0.372,False
TXN_00030077,ORD_00030077,MERCH_0011,CUST_004055,2024-01-21,2024-01-21 11:49:22,settled,bnpl_4installments,494.55,494.55,470.27,24.28,4.0,123.64,123.64,1.47,11.09,0.252,True
TXN_00030078,ORD_00030078,MERCH_0031,CUST_003377,2024-03-03,2024-03-03 18:55:58,settled,bnpl_4installments,408.65,408.65,391.0,17.65,4.0,102.16,102.16,0.17,39.51,0.398,False
TXN_00030079,ORD_00030079,MERCH_0028,CUST_002247,2024-04-30,2024-04-30 12:11:51,settled,bnpl_4installments,50.0,50.0,47.8,2.2,4.0,12.5,12.5,0.97,18.66,0.587,False
TXN_00030080,ORD_00030080,MERCH_0037,CUST_000478,2024-04-24,2024-04-24 20:38:12,settled,bnpl_4installments,576.06,576.06,551.23,24.83,4.0,144.01,144.01,0.37,25.62,0.144,False
TXN_00030081,ORD_00030081,MERCH_0015,CUST_001061,2024-01-05,2024-01-05 18:28:04,settled,bnpl_4installments,242.51,242.51,233.32,9.19,4.0,60.63,60.63,1.75,44.32,0.701,False
TXN_00030082,ORD_00030082,MERCH_0031,CUST_002769,2024-04-12,2024-04-12 17:46:52,settled,bnpl_4installments,69.98,69.98,66.96,3.02,4.0,17.5,17.5,1.71,4.69,0.203,False
TXN_00030083,ORD_00030083,MERCH_0015,CUST_002782,2024-04-03,2024-04-03 19:15:46,settled,bnpl_4installments,50.0,50.0,48.1,1.9,4.0,12.5,12.5,1.97,31.6,0.244,False
TXN_00030084,ORD_00030084,MERCH_0025,CUST_000979,2024-02-07,2024-02-07 15:13:43,settled,bnpl_3installments,106.76,106.76,103.73,3.03,3.0,35.59,35.59,1.16,43.83,0.236,False
TXN_00030085,ORD_00030085,MERCH_0001,CUST_004386,2024-04-20,2024-04-20 08:23:48,settled,bnpl_3installments,461.22,461.22,450.29,10.93,3.0,153.74,153.74,1.74,35.75,0.587,False
TXN_00030086,ORD_00030086,MERCH_0017,CUST_000385,2024-02-25,2024-02-25 20:19:44,failed,bnpl_4installments,965.99,965.99,944.06,21.93,4.0,241.5,241.5,,,0.713,False
TXN_00030087,ORD_00030087,MERCH_0020,CUST_001698,2024-03-30,2024-03-30 14:33:19,settled,bnpl_4installments,251.95,251.95,244.44,7.51,4.0,62.99,62.99,0.68,31.68,0.028,False
TXN_00030088,ORD_00030088,MERCH_0036,CUST_003412,2024-06-06,2024-06-06 13:05:02,settled,card,714.49,714.49,684.55,29.94,,,,0.39,10.1,0.35,False
TXN_00030089,ORD_00030089,MERCH_0035,CUST_002869,2024-05-22,2024-05-22 18:35:15,settled,bnpl_4installments,223.03,223.03,213.84,9.19,4.0,55.76,55.76,0.57,10.73,0.292,False
TXN_00030090,ORD_00030090,MERCH_0007,CUST_001292,2024-04-19,2024-04-19 16:50:23,settled,bnpl_3installments,116.0,116.0,112.59,3.41,3.0,38.67,38.67,1.76,5.51,0.345,False
TXN_00030091,ORD_00030091,MERCH_0002,CUST_003397,2024-01-25,2024-01-25 18:38:39,failed,bnpl_4installments,389.94,389.94,376.33,13.61,4.0,97.48,97.48,,,0.512,False
TXN_00030092,ORD_00030092,MERCH_0006,CUST_002741,2024-01-25,2024-01-25 13:02:02,settled,bnpl_4installments,208.85,208.85,200.52,8.33,4.0,52.21,52.21,0.73,11.11,0.659,False
TXN_00030093,ORD_00030093,MERCH_0022,CUST_004557,2024-03-16,2024-03-16 21:40:38,settled,card,319.47,319.47,310.49,8.98,,,,1.95,6.96,0.125,False
TXN_00030094,ORD_00030094,MERCH_0036,CUST_004292,2024-06-08,2024-06-08 17:10:40,settled,bnpl_4installments,80.53,80.53,77.16,3.37,4.0,20.13,20.13,1.25,15.57,0.412,False
TXN_00030095,ORD_00030095,MERCH_0004,CUST_004900,2024-02-19,2024-02-19 14:27:44,settled,bnpl_4installments,130.8,130.8,124.61,6.19,4.0,32.7,32.7,0.14,46.33,0.0,False
TXN_00030096,ORD_00030096,MERCH_0012,CUST_002882,2024-03-06,2024-03-06 13:59:24,settled,bnpl_4installments,53.57,53.57,51.25,2.32,4.0,13.39,13.39,1.38,2.97,0.139,False
TXN_00030097,ORD_00030097,MERCH_0014,CUST_002366,2024-06-16,2024-06-16 17:59:33,settled,bnpl_4installments,209.06,209.06,199.28,9.78,4.0,52.27,52.27,0.62,39.73,0.254,False
TXN_00030098,ORD_00030098,MERCH_0040,CUST_002989,2024-03-10,2024-03-10 19:36:49,settled,bnpl_3installments,181.28,181.28,177.02,4.26,3.0,60.43,60.43,1.73,40.11,0.365,False
TXN_00030099,ORD_00030099,MERCH_0027,CUST_001766,2024-02-07,2024-02-07 14:26:56,settled,bnpl_4installments,217.2,217.2,211.94,5.26,4.0,54.3,54.3,1.62,14.5,0.611,False
TXN_00030100,ORD_00030100,MERCH_0015,CUST_004431,2024-02-21,2024-02-21 15:11:18,failed,bnpl_3installments,83.88,83.88,80.7,3.18,3.0,27.96,27.96,,,0.509,False
TXN_00030101,ORD_00030101,MERCH_0033,CUST_000284,2024-04-22,2024-04-22 08:46:20,settled,card,152.51,152.51,149.43,3.08,,,,1.66,11.18,0.21,False
TXN_00030102,ORD_00030102,MERCH_0029,CUST_003389,2024-05-14,2024-05-14 18:57:12,settled,bnpl_4installments,50.0,50.0,48.89,1.11,4.0,12.5,12.5,0.67,7.66,0.598,False
TXN_00030103,ORD_00030103,MERCH_0002,CUST_003958,2024-02-08,2024-02-08 14:23:40,settled,bnpl_4installments,50.0,50.0,48.26,1.74,4.0,12.5,12.5,0.15,17.31,0.538,False
TXN_00030104,ORD_00030104,MERCH_0020,CUST_002000,2024-03-24,2024-03-24 16:14:43,settled,card,50.0,50.0,48.51,1.49,,,,0.36,30.23,0.607,False
TXN_00030105,ORD_00030105,MERCH_0034,CUST_001720,2024-04-28,2024-04-28 12:35:12,settled,bnpl_4installments,399.07,399.07,381.31,17.76,4.0,99.77,99.77,1.44,6.63,0.244,False
TXN_00030106,ORD_00030106,MERCH_0034,CUST_001775,2024-05-08,2024-05-08 12:47:53,settled,card,91.76,91.76,87.68,4.08,,,,1.75,24.61,0.423,False
TXN_00030107,ORD_00030107,MERCH_0007,CUST_001392,2024-05-01,2024-05-01 08:14:28,settled,bnpl_4installments,757.13,757.13,734.87,22.26,4.0,189.28,189.28,1.59,44.07,0.481,False
TXN_00030108,ORD_00030108,MERCH_0036,CUST_002346,2024-03-04,2024-03-04 13:50:44,settled,bnpl_4installments,173.32,173.32,166.06,7.26,4.0,43.33,43.33,1.78,13.4,0.326,False
TXN_00030109,ORD_00030109,MERCH_0019,CUST_001965,2024-05-10,2024-05-10 19:22:53,settled,bnpl_3installments,50.0,50.0,48.93,1.07,3.0,16.67,16.67,1.72,18.68,0.376,False
TXN_00030110,ORD_00030110,MERCH_0014,CUST_004000,2024-02-06,2024-02-06 09:49:59,failed,card,346.07,346.07,329.87,16.2,,,,,,0.41,False
TXN_00030111,ORD_00030111,MERCH_0012,CUST_000493,2024-03-03,2024-03-03 20:57:17,settled,card,50.0,50.0,47.84,2.16,,,,1.3,39.05,0.221,False
TXN_00030112,ORD_00030112,MERCH_0035,CUST_001088,2024-03-22,2024-03-22 10:42:54,settled,bnpl_4installments,50.0,50.0,47.94,2.06,4.0,12.5,12.5,1.69,46.51,0.115,False
TXN_00030113,ORD_00030113,MERCH_0003,CUST_004201,2024-04-14,2024-04-14 16:05:55,settled,bnpl_3installments,208.75,208.75,204.37,4.38,3.0,69.58,69.58,0.35,18.36,0.132,False
TXN_00030114,ORD_00030114,MERCH_0020,CUST_001944,2024-04-18,2024-04-18 18:35:57,settled,bnpl_4installments,58.47,58.47,56.73,1.74,4.0,14.62,14.62,1.02,24.37,0.074,False
TXN_00030115,ORD_00030115,MERCH_0016,CUST_001438,2024-03-21,2024-03-21 21:52:34,authorized,bnpl_4installments,247.15,247.15,235.36,11.79,4.0,61.79,61.79,,,0.629,False
TXN_00030116,ORD_00030116,MERCH_0006,CUST_001564,2024-04-05,2024-04-05 19:43:40,settled,bnpl_4installments,441.22,441.22,423.62,17.6,4.0,110.31,110.31,0.56,17.99,0.201,False
TXN_00030117,ORD_00030117,MERCH_0016,CUST_000761,2024-03-05,2024-03-05 10:05:59,settled,card,191.58,191.58,182.44,9.14,,,,0.52,11.69,0.008,False
TXN_00030118,ORD_00030118,MERCH_0002,CUST_003829,2024-04-24,2024-04-24 17:59:04,settled,bnpl_4installments,165.26,165.26,159.49,5.77,4.0,41.31,41.31,0.44,42.06,0.263,False
TXN_00030119,ORD_00030119,MERCH_0031,CUST_004585,2024-03-15,2024-03-15 13:11:44,authorized,bnpl_4installments,198.82,198.82,190.23,8.59,4.0,49.7,49.7,,,0.734,False
TXN_00030120,ORD_00030120,MERCH_0010,CUST_004334,2024-03-08,2024-03-08 17:48:25,settled,card,118.97,118.97,115.94,3.03,,,,1.19,27.47,0.298,False
TXN_00030121,ORD_00030121,MERCH_0033,CUST_001002,2024-04-26,2024-04-26 16:18:30,settled,bnpl_4installments,634.76,634.76,621.94,12.82,4.0,158.69,158.69,1.88,44.15,0.0,False
TXN_00030122,ORD_00030122,MERCH_0022,CUST_004310,2024-02-20,2024-02-20 19:54:58,settled,card,813.67,813.67,790.81,22.86,,,,0.67,13.5,0.0,False
TXN_00030123,ORD_00030123,MERCH_0036,CUST_002874,2024-05-21,2024-05-21 17:56:25,failed,bnpl_3installments,131.52,131.52,126.01,5.51,3.0,43.84,43.84,,,0.525,False
TXN_00030124,ORD_00030124,MERCH_0006,CUST_003970,2024-04-01,2024-04-01 17:16:09,settled,bnpl_4installments,960.52,960.52,922.2,38.32,4.0,240.13,240.13,0.28,17.19,0.268,False
TXN_00030125,ORD_00030125,MERCH_0027,CUST_000296,2024-04-06,2024-04-06 19:40:10,authorized,bnpl_4installments,377.43,377.43,368.3,9.13,4.0,94.36,94.36,,,0.396,False
TXN_00030126,ORD_00030126,MERCH_0014,CUST_002621,2024-01-27,2024-01-27 16:10:06,settled,bnpl_4installments,50.0,50.0,47.66,2.34,4.0,12.5,12.5,0.7,22.87,0.203,False
TXN_00030127,ORD_00030127,MERCH_0037,CUST_001330,2024-04-12,2024-04-12 17:05:10,settled,card,71.5,71.5,68.42,3.08,,,,0.76,34.01,0.612,False
TXN_00030128,ORD_00030128,MERCH_0008,CUST_000070,2024-04-12,2024-04-12 19:49:14,settled,bnpl_4installments,68.86,68.86,66.41,2.45,4.0,17.21,17.21,0.29,32.51,0.18,False
TXN_00030129,ORD_00030129,MERCH_0019,CUST_003344,2024-03-17,2024-03-17 15:54:32,settled,bnpl_4installments,264.23,264.23,258.58,5.65,4.0,66.06,66.06,0.65,14.24,0.133,False
TXN_00030130,ORD_00030130,MERCH_0022,CUST_003113,2024-05-21,2024-05-21 14:44:38,settled,bnpl_4installments,70.55,70.55,68.57,1.98,4.0,17.64,17.64,0.21,44.01,0.6,False
TXN_00030131,ORD_00030131,MERCH_0029,CUST_000725,2024-04-23,2024-04-23 19:06:59,authorized,card,148.83,148.83,145.53,3.3,,,,,,0.131,False
TXN_00030132,ORD_00030132,MERCH_0011,CUST_004060,2024-04-15,2024-04-15 16:10:13,settled,bnpl_4installments,417.18,417.18,396.7,20.48,4.0,104.3,104.3,0.78,3.8,0.249,False
TXN_00030133,ORD_00030133,MERCH_0009,CUST_003862,2024-02-03,2024-02-03 11:35:35,captured,bnpl_3installments,209.13,209.13,201.52,7.61,3.0,69.71,69.71,1.73,,0.516,False
TXN_00030134,ORD_00030134,MERCH_0031,CUST_002243,2024-04-12,2024-04-12 22:45:36,settled,bnpl_3installments,164.31,164.31,157.21,7.1,3.0,54.77,54.77,2.0,6.09,0.556,False
TXN_00030135,ORD_00030135,MERCH_0029,CUST_001882,2024-04-09,2024-04-09 09:15:36,settled,card,230.51,230.51,225.39,5.12,,,,0.37,6.2,0.599,False
TXN_00030136,ORD_00030136,MERCH_0032,CUST_004050,2024-03-01,2024-03-01 21:04:40,settled,bnpl_4installments,50.0,50.0,48.7,1.3,4.0,12.5,12.5,1.51,37.88,0.231,False
TXN_00030137,ORD_00030137,MERCH_0021,CUST_003517,2024-04-09,2024-04-09 08:24:28,settled,bnpl_3installments,387.15,387.15,374.88,12.27,3.0,129.05,129.05,0.55,25.69,0.153,False
TXN_00030138,ORD_00030138,MERCH_0003,CUST_002327,2024-05-07,2024-05-07 09:19:36,settled,bnpl_4installments,245.34,245.34,240.19,5.15,4.0,61.34,61.34,1.21,2.64,0.416,False
TXN_00030139,ORD_00030139,MERCH_0035,CUST_002389,2024-02-21,2024-02-21 18:32:20,captured,bnpl_4installments,60.33,60.33,57.84,2.49,4.0,15.08,15.08,0.31,,0.22,False
TXN_00030140,ORD_00030140,MERCH_0008,CUST_000573,2024-04-15,2024-04-15 13:42:08,settled,bnpl_4installments,161.97,161.97,156.2,5.77,4.0,40.49,40.49,0.5,26.49,0.307,False
TXN_00030141,ORD_00030141,MERCH_0020,CUST_002266,2024-04-16,2024-04-16 10:39:52,settled,bnpl_4installments,397.79,397.79,385.94,11.85,4.0,99.45,99.45,1.18,17.54,0.291,False
TXN_00030142,ORD_00030142,MERCH_0002,CUST_000486,2024-04-29,2024-04-29 11:22:17,captured,card,109.47,109.47,105.65,3.82,,,,0.19,,0.442,False
TXN_00030143,ORD_00030143,MERCH_0006,CUST_004079,2024-04-28,2024-04-28 14:10:45,settled,bnpl_4installments,65.53,65.53,62.92,2.61,4.0,16.38,16.38,1.3,1.55,0.641,False
TXN_00030144,ORD_00030144,MERCH_0034,CUST_000744,2024-05-09,2024-05-09 12:48:34,settled,bnpl_4installments,448.97,448.97,428.99,19.98,4.0,112.24,112.24,0.27,14.43,0.811,False
TXN_00030145,ORD_00030145,MERCH_0040,CUST_003167,2024-03-21,2024-03-21 17:01:51,settled,bnpl_4installments,130.14,130.14,127.08,3.06,4.0,32.53,32.53,1.15,13.36,0.269,False
TXN_00030146,ORD_00030146,MERCH_0026,CUST_000465,2024-03-03,2024-03-03 08:31:57,settled,bnpl_3installments,154.41,154.41,148.8,5.61,3.0,51.47,51.47,0.83,12.86,0.334,False
TXN_00030147,ORD_00030147,MERCH_0023,CUST_003425,2024-03-03,2024-03-03 19:18:52,captured,card,323.73,323.73,309.19,14.54,,,,0.86,,0.422,False
TXN_00030148,ORD_00030148,MERCH_0025,CUST_002011,2024-05-26,2024-05-26 13:03:07,settled,bnpl_4installments,948.5,948.5,921.56,26.94,4.0,237.12,237.12,1.56,29.1,0.568,False
TXN_00030149,ORD_00030149,MERCH_0023,CUST_003866,2024-05-02,2024-05-02 16:58:47,settled,card,50.0,50.0,47.76,2.24,,,,0.86,10.54,0.265,False
TXN_00030150,ORD_00030150,MERCH_0027,CUST_004376,2024-03-15,2024-03-15 11:04:39,settled,card,82.54,82.54,80.54,2.0,,,,0.8,35.37,0.062,False
TXN_00030151,ORD_00030151,MERCH_0002,CUST_004516,2024-04-17,2024-04-17 20:18:29,settled,bnpl_4installments,177.41,177.41,171.22,6.19,4.0,44.35,44.35,1.29,14.64,0.374,False
TXN_00030152,ORD_00030152,MERCH_0023,CUST_000308,2024-02-06,2024-02-06 09:17:43,captured,bnpl_4installments,67.77,67.77,64.73,3.04,4.0,16.94,16.94,0.88,,0.459,False
TXN_00030153,ORD_00030153,MERCH_0009,CUST_001786,2024-04-20,2024-04-20 16:56:50,settled,bnpl_3installments,67.16,67.16,64.72,2.44,3.0,22.39,22.39,1.34,25.88,0.46,False
TXN_00030154,ORD_00030154,MERCH_0016,CUST_004126,2024-05-18,2024-05-18 15:45:34,settled,card,242.31,242.31,230.75,11.56,,,,0.61,38.59,0.304,False
TXN_00030155,ORD_00030155,MERCH_0025,CUST_001670,2024-05-31,2024-05-31 13:49:10,settled,bnpl_3installments,697.21,697.21,677.41,19.8,3.0,232.4,232.4,1.75,24.57,0.142,False
TXN_00030156,ORD_00030156,MERCH_0013,CUST_001318,2024-04-10,2024-04-10 19:23:44,captured,bnpl_4installments,50.0,50.0,47.59,2.41,4.0,12.5,12.5,1.19,,0.198,False
TXN_00030157,ORD_00030157,MERCH_0022,CUST_004446,2024-05-23,2024-05-23 13:27:53,settled,card,132.84,132.84,129.11,3.73,,,,0.38,29.45,0.105,False
TXN_00030158,ORD_00030158,MERCH_0037,CUST_001748,2024-02-12,2024-02-12 20:53:36,settled,card,50.0,50.0,47.85,2.15,,,,1.14,4.1,0.59,False
TXN_00030159,ORD_00030159,MERCH_0008,CUST_003600,2024-03-28,2024-03-28 20:49:43,settled,bnpl_4installments,79.5,79.5,76.67,2.83,4.0,19.88,19.88,1.78,30.95,0.384,False
TXN_00030160,ORD_00030160,MERCH_0003,CUST_004858,2024-03-24,2024-03-24 11:59:51,settled,card,72.17,72.17,70.65,1.52,,,,0.73,27.2,0.291,False
TXN_00030161,ORD_00030161,MERCH_0040,CUST_000605,2024-02-18,2024-02-18 08:04:45,settled,bnpl_4installments,160.41,160.41,156.64,3.77,4.0,40.1,40.1,0.66,5.07,0.272,False
TXN_00030162,ORD_00030162,MERCH_0028,CUST_004448,2024-03-30,2024-03-30 11:53:19,authorized,bnpl_4installments,50.0,50.0,47.8,2.2,4.0,12.5,12.5,,,0.497,False
TXN_00030163,ORD_00030163,MERCH_0004,CUST_001876,2024-02-10,2024-02-10 18:55:00,settled,card,89.41,89.41,85.18,4.23,,,,0.43,46.75,0.401,False
TXN_00030164,ORD_00030164,MERCH_0024,CUST_002789,2024-04-14,2024-04-14 14:39:05,settled,bnpl_4installments,50.0,50.0,48.46,1.54,4.0,12.5,12.5,1.86,44.61,0.382,False
TXN_00030165,ORD_00030165,MERCH_0028,CUST_000463,2024-04-26,2024-04-26 12:52:09,settled,bnpl_4installments,50.0,50.0,47.8,2.2,4.0,12.5,12.5,1.77,20.93,0.142,False
TXN_00030166,ORD_00030166,MERCH_0026,CUST_000555,2024-04-05,2024-04-05 10:27:31,settled,card,378.15,378.15,364.42,13.73,,,,0.69,30.67,0.176,False
TXN_00030167,ORD_00030167,MERCH_0005,CUST_004798,2024-01-14,2024-01-14 13:05:35,settled,bnpl_4installments,65.41,65.41,63.59,1.82,4.0,16.35,16.35,0.53,31.62,0.009,False
TXN_00030168,ORD_00030168,MERCH_0004,CUST_002235,2024-04-07,2024-04-07 11:15:05,settled,bnpl_4installments,89.12,89.12,84.9,4.22,4.0,22.28,22.28,1.01,10.9,0.674,False
TXN_00030169,ORD_00030169,MERCH_0017,CUST_003758,2024-03-02,2024-03-02 11:51:54,settled,card,1408.44,1408.44,1376.47,31.97,,,,0.36,37.94,0.125,False
TXN_00030170,ORD_00030170,MERCH_0040,CUST_000721,2024-04-20,2024-04-20 12:24:20,settled,card,381.87,381.87,372.9,8.97,,,,1.86,19.88,0.47,False
TXN_00030171,ORD_00030171,MERCH_0027,CUST_001586,2024-03-31,2024-03-31 21:13:05,failed,bnpl_4installments,135.04,135.04,131.77,3.27,4.0,33.76,33.76,,,0.566,False
TXN_00030172,ORD_00030172,MERCH_0012,CUST_004494,2024-01-31,2024-01-31 16:54:05,authorized,bnpl_4installments,75.57,75.57,72.3,3.27,4.0,18.89,18.89,,,0.524,False
TXN_00030173,ORD_00030173,MERCH_0027,CUST_000603,2024-05-10,2024-05-10 18:59:34,settled,bnpl_3installments,389.03,389.03,379.62,9.41,3.0,129.68,129.68,0.28,47.48,0.312,False
TXN_00030174,ORD_00030174,MERCH_0038,CUST_004390,2024-02-12,2024-02-12 20:17:52,failed,bnpl_3installments,126.2,126.2,123.4,2.8,3.0,42.07,42.07,,,0.412,False
TXN_00030175,ORD_00030175,MERCH_0020,CUST_004520,2024-05-23,2024-05-23 08:37:09,settled,bnpl_4installments,118.69,118.69,115.15,3.54,4.0,29.67,29.67,1.6,13.19,0.551,False
TXN_00030176,ORD_00030176,MERCH_0017,CUST_002901,2024-05-30,2024-05-30 17:33:21,settled,card,86.29,86.29,84.33,1.96,,,,0.73,3.45,0.225,False
TXN_00030177,ORD_00030177,MERCH_0037,CUST_004833,2024-01-23,2024-01-23 15:51:19,settled,bnpl_3installments,163.0,163.0,155.97,7.03,3.0,54.33,54.33,1.9,11.03,0.289,False
TXN_00030178,ORD_00030178,MERCH_0030,CUST_001972,2024-06-09,2024-06-09 16:39:17,settled,bnpl_4installments,199.95,199.95,190.03,9.92,4.0,49.99,49.99,1.06,4.37,0.258,False
TXN_00030179,ORD_00030179,MERCH_0004,CUST_001500,2024-04-12,2024-04-12 16:50:32,settled,bnpl_3installments,79.3,79.3,75.55,3.75,3.0,26.43,26.43,0.54,10.16,0.151,False
TXN_00030180,ORD_00030180,MERCH_0018,CUST_000154,2024-04-11,2024-04-11 13:19:16,settled,bnpl_3installments,305.22,305.22,297.31,7.91,3.0,101.74,101.74,0.98,25.1,0.173,False
TXN_00030181,ORD_00030181,MERCH_0039,CUST_000741,2024-03-27,2024-03-27 16:26:39,settled,bnpl_4installments,152.3,152.3,147.61,4.69,4.0,38.08,38.08,0.57,35.69,0.74,False
TXN_00030182,ORD_00030182,MERCH_0029,CUST_002862,2024-01-29,2024-01-29 22:38:30,failed,card,356.36,356.36,348.45,7.91,,,,,,0.318,False
TXN_00030183,ORD_00030183,MERCH_0021,CUST_003101,2024-03-13,2024-03-13 13:51:42,settled,bnpl_3installments,561.6,561.6,543.8,17.8,3.0,187.2,187.2,0.72,43.71,0.126,False
TXN_00030184,ORD_00030184,MERCH_0031,CUST_004963,2024-03-11,2024-03-11 20:30:48,settled,card,258.64,258.64,247.47,11.17,,,,1.31,39.55,0.35,False
TXN_00030185,ORD_00030185,MERCH_0018,CUST_004664,2024-03-06,2024-03-06 12:08:01,settled,bnpl_4installments,175.73,175.73,171.18,4.55,4.0,43.93,43.93,0.48,47.89,0.357,True
TXN_00030186,ORD_00030186,MERCH_0001,CUST_003035,2024-03-25,2024-03-25 22:01:37,settled,card,287.18,287.18,280.37,6.81,,,,0.44,14.86,0.373,False
TXN_00030187,ORD_00030187,MERCH_0019,CUST_002061,2024-03-13,2024-03-13 17:18:41,failed,bnpl_4installments,114.14,114.14,111.7,2.44,4.0,28.54,28.54,,,0.259,False
TXN_00030188,ORD_00030188,MERCH_0004,CUST_002947,2024-06-20,2024-06-20 12:52:59,settled,card,429.53,429.53,409.21,20.32,,,,0.65,10.31,0.702,False
TXN_00030189,ORD_00030189,MERCH_0023,CUST_000572,2024-02-21,2024-02-21 14:23:23,settled,bnpl_3installments,276.17,276.17,263.77,12.4,3.0,92.06,92.06,0.1,2.08,0.27,False
TXN_00030190,ORD_00030190,MERCH_0008,CUST_004028,2024-04-27,2024-04-27 17:31:57,settled,card,83.01,83.01,80.05,2.96,,,,1.65,16.24,0.0,False
TXN_00030191,ORD_00030191,MERCH_0009,CUST_001872,2024-03-26,2024-03-26 09:34:57,settled,bnpl_3installments,370.72,370.72,357.23,13.49,3.0,123.57,123.57,0.49,7.31,0.439,False
TXN_00030192,ORD_00030192,MERCH_0002,CUST_000324,2024-04-25,2024-04-25 19:07:12,settled,bnpl_4installments,50.0,50.0,48.26,1.74,4.0,12.5,12.5,1.45,21.88,0.498,False
TXN_00030193,ORD_00030193,MERCH_0008,CUST_002990,2024-04-23,2024-04-23 15:34:55,settled,card,73.59,73.59,70.97,2.62,,,,1.54,34.98,0.423,False
TXN_00030194,ORD_00030194,MERCH_0029,CUST_004452,2024-04-01,2024-04-01 19:08:31,captured,bnpl_4installments,461.5,461.5,451.25,10.25,4.0,115.38,115.38,0.9,,0.598,False
TXN_00030195,ORD_00030195,MERCH_0004,CUST_001384,2024-03-19,2024-03-19 21:31:49,settled,card,140.88,140.88,134.22,6.66,,,,1.1,43.01,0.278,False
TXN_00030196,ORD_00030196,MERCH_0034,CUST_002899,2024-06-14,2024-06-14 10:24:41,settled,bnpl_3installments,50.0,50.0,47.78,2.22,3.0,16.67,16.67,0.48,44.2,0.478,False
TXN_00030197,ORD_00030197,MERCH_0009,CUST_003973,2024-02-08,2024-02-08 12:03:57,settled,card,50.0,50.0,48.18,1.82,,,,1.96,24.59,0.361,False
TXN_00030198,ORD_00030198,MERCH_0015,CUST_002195,2024-05-04,2024-05-04 15:58:08,settled,bnpl_3installments,137.3,137.3,132.1,5.2,3.0,45.77,45.77,1.64,14.95,0.321,False
