repayment_id,transaction_id,customer_id,installment_number,installment_due_date,installment_amount,actual_payment_date,actual_payment_amount
RPY_00076355,TXN_00026960,CUST_000099,3,2024-04-17,41.91,2024-04-19,44.01
RPY_00076356,TXN_00026963,CUST_002072,1,2024-04-17,27.85,2024-04-16,27.85
RPY_00076357,TXN_00026963,CUST_002072,2,2024-05-17,27.85,2024-05-17,27.85
RPY_00076358,TXN_00026963,CUST_002072,3,2024-06-16,27.85,2024-06-16,27.85
RPY_00076359,TXN_00026963,CUST_002072,4,2024-07-16,27.85,2024-07-16,27.85
RPY_00076360,TXN_00026964,CUST_003959,1,2024-04-29,103.2,2024-04-29,103.2
RPY_00076361,TXN_00026964,CUST_003959,2,2024-05-29,103.2,2024-05-27,103.2
RPY_00076362,TXN_00026964,CUST_003959,3,2024-06-28,103.2,,
RPY_00076363,TXN_00026964,CUST_003959,4,2024-07-28,103.2,2024-07-27,103.2
RPY_00076364,TXN_00026966,CUST_001767,1,2024-02-21,16.67,2024-02-20,16.67
RPY_00076365,TXN_00026966,CUST_001767,2,2024-03-22,16.67,2024-03-20,16.67
RPY_00076366,TXN_00026966,CUST_001767,3,2024-04-21,16.67,2024-04-21,16.67
RPY_00076367,TXN_00026967,CUST_000239,1,2024-04-20,26.39,2024-04-18,26.39
RPY_00076368,TXN_00026967,CUST_000239,2,2024-05-20,26.39,,
RPY_00076369,TXN_00026967,CUST_000239,3,2024-06-19,26.39,2024-06-18,26.39
RPY_00076370,TXN_00026967,CUST_000239,4,2024-07-19,26.39,2024-07-19,26.39
RPY_00076371,TXN_00026968,CUST_001397,1,2024-04-20,12.5,2024-04-22,13.12
RPY_00076372,TXN_00026968,CUST_001397,2,2024-05-20,12.5,2024-05-18,12.5
RPY_00076373,TXN_00026968,CUST_001397,3,2024-06-19,12.5,2024-06-17,12.5
RPY_00076374,TXN_00026968,CUST_001397,4,2024-07-19,12.5,2024-07-17,12.5
RPY_00076375,TXN_00026970,CUST_002464,1,2024-02-21,26.87,2024-02-20,26.87
RPY_00076376,TXN_00026970,CUST_002464,2,2024-03-22,26.87,2024-03-21,26.87
RPY_00076377,TXN_00026970,CUST_002464,3,2024-04-21,26.87,2024-04-20,26.87
RPY_00076378,TXN_00026970,CUST_002464,4,2024-05-21,26.87,2024-05-21,26.87
RPY_00076379,TXN_00026971,CUST_002542,1,2024-04-03,78.5,2024-04-03,78.5
RPY_00076380,TXN_00026971,CUST_002542,2,2024-05-03,78.5,2024-05-01,78.5
RPY_00076381,TXN_00026971,CUST_002542,3,2024-06-02,78.5,2024-06-02,78.5
RPY_00076382,TXN_00026971,CUST_002542,4,2024-07-02,78.5,2024-06-30,78.5
RPY_00076383,TXN_00026972,CUST_002407,1,2024-04-25,238.49,2024-04-23,238.49
RPY_00076384,TXN_00026972,CUST_002407,2,2024-05-25,238.49,,
RPY_00076385,TXN_00026972,CUST_002407,3,2024-06-24,238.49,2024-06-23,238.49
RPY_00076386,TXN_00026972,CUST_002407,4,2024-07-24,238.49,2024-07-22,238.49
RPY_00076387,TXN_00026974,CUST_003007,1,2024-02-13,12.5,2024-02-11,12.5
RPY_00076388,TXN_00026974,CUST_003007,2,2024-03-14,12.5,2024-03-21,13.12
RPY_00076389,TXN_00026974,CUST_003007,3,2024-04-13,12.5,2024-04-11,12.5
RPY_00076390,TXN_00026974,CUST_003007,4,2024-05-13,12.5,2024-05-11,12.5
RPY_00076391,TXN_00026975,CUST_004303,1,2024-02-28,16.67,2024-02-27,16.67
RPY_00076392,TXN_00026975,CUST_004303,2,2024-03-29,16.67,2024-03-27,16.67
RPY_00076393,TXN_00026975,CUST_004303,3,2024-04-28,16.67,2024-04-26,16.67
RPY_00076394,TXN_00026977,CUST_003478,1,2024-06-09,160.27,2024-06-09,160.27
RPY_00076395,TXN_00026977,CUST_003478,2,2024-07-09,160.27,2024-07-07,160.27
RPY_00076396,TXN_00026977,CUST_003478,3,2024-08-08,160.27,2024-08-07,160.27
RPY_00076397,TXN_00026977,CUST_003478,4,2024-09-07,160.27,2024-09-20,168.28
RPY_00076398,TXN_00026978,CUST_003403,1,2024-01-13,142.22,2024-01-13,142.22
RPY_00076399,TXN_00026978,CUST_003403,2,2024-02-12,142.22,2024-02-12,142.22
RPY_00076400,TXN_00026978,CUST_003403,3,2024-03-13,142.22,2024-03-12,142.22
RPY_00076401,TXN_00026978,CUST_003403,4,2024-04-12,142.22,,
RPY_00076402,TXN_00026979,CUST_001489,1,2024-03-05,79.61,2024-03-07,83.59
RPY_00076403,TXN_00026979,CUST_001489,2,2024-04-04,79.61,2024-04-03,79.61
RPY_00076404,TXN_00026979,CUST_001489,3,2024-05-04,79.61,2024-05-03,79.61
RPY_00076405,TXN_00026979,CUST_001489,4,2024-06-03,79.61,2024-06-02,79.61
RPY_00076406,TXN_00026980,CUST_004680,1,2024-02-28,12.5,2024-02-26,12.5
RPY_00076407,TXN_00026980,CUST_004680,2,2024-03-29,12.5,2024-03-29,12.5
RPY_00076408,TXN_00026980,CUST_004680,3,2024-04-28,12.5,2024-04-28,12.5
RPY_00076409,TXN_00026980,CUST_004680,4,2024-05-28,12.5,,
RPY_00076410,TXN_00026981,CUST_001365,1,2024-04-21,12.5,,
RPY_00076411,TXN_00026981,CUST_001365,2,2024-05-21,12.5,,
RPY_00076412,TXN_00026981,CUST_001365,3,2024-06-20,12.5,,
RPY_00076413,TXN_00026981,CUST_001365,4,2024-07-20,12.5,2024-07-26,13.12
RPY_00076414,TXN_00026982,CUST_001755,1,2024-03-13,16.67,2024-03-12,16.67
RPY_00076415,TXN_00026982,CUST_001755,2,2024-04-12,16.67,2024-04-10,16.67
RPY_00076416,TXN_00026982,CUST_001755,3,2024-05-12,16.67,2024-05-11,16.67
RPY_00076417,TXN_00026983,CUST_003918,1,2024-05-30,33.59,2024-05-30,33.59
RPY_00076418,TXN_00026983,CUST_003918,2,2024-06-29,33.59,2024-06-29,33.59
RPY_00076419,TXN_00026983,CUST_003918,3,2024-07-29,33.59,2024-07-29,33.59
RPY_00076420,TXN_00026983,CUST_003918,4,2024-08-28,33.59,2024-08-27,33.59
RPY_00076421,TXN_00026984,CUST_001951,1,2024-01-17,12.5,2024-01-16,12.5
RPY_00076422,TXN_00026984,CUST_001951,2,2024-02-16,12.5,2024-02-15,12.5
RPY_00076423,TXN_00026984,CUST_001951,3,2024-03-17,12.5,2024-03-16,12.5
RPY_00076424,TXN_00026984,CUST_001951,4,2024-04-16,12.5,2024-04-16,12.5
RPY_00076425,TXN_00026985,CUST_003431,1,2024-03-06,46.7,2024-03-05,46.7
RPY_00076426,TXN_00026985,CUST_003431,2,2024-04-05,46.7,2024-04-03,46.7
RPY_00076427,TXN_00026985,CUST_003431,3,2024-05-05,46.7,2024-05-03,46.7
RPY_00076428,TXN_00026985,CUST_003431,4,2024-06-04,46.7,2024-06-02,46.7
RPY_00076429,TXN_00026986,CUST_002622,1,2024-02-13,12.5,2024-02-25,13.12
RPY_00076430,TXN_00026986,CUST_002622,2,2024-03-14,12.5,2024-03-20,13.12
RPY_00076431,TXN_00026986,CUST_002622,3,2024-04-13,12.5,2024-04-11,12.5
RPY_00076432,TXN_00026986,CUST_002622,4,2024-05-13,12.5,2024-05-12,12.5
RPY_00076433,TXN_00026987,CUST_003283,1,2024-04-08,12.5,2024-04-06,12.5
RPY_00076434,TXN_00026987,CUST_003283,2,2024-05-08,12.5,2024-05-06,12.5
RPY_00076435,TXN_00026987,CUST_003283,3,2024-06-07,12.5,2024-06-05,12.5
RPY_00076436,TXN_00026987,CUST_003283,4,2024-07-07,12.5,2024-07-05,12.5
RPY_00076437,TXN_00026988,CUST_004553,1,2024-03-21,130.87,2024-03-19,130.87
RPY_00076438,TXN_00026988,CUST_004553,2,2024-04-20,130.87,2024-04-28,137.41
RPY_00076439,TXN_00026988,CUST_004553,3,2024-05-20,130.87,2024-05-18,130.87
RPY_00076440,TXN_00026989,CUST_001522,1,2024-03-14,113.89,2024-03-13,113.89
RPY_00076441,TXN_00026989,CUST_001522,2,2024-04-13,113.89,2024-04-13,113.89
RPY_00076442,TXN_00026989,CUST_001522,3,2024-05-13,113.89,2024-05-13,113.89
RPY_00076443,TXN_00026990,CUST_003712,1,2024-04-23,70.38,2024-04-22,70.38
RPY_00076444,TXN_00026990,CUST_003712,2,2024-05-23,70.38,2024-05-22,70.38
RPY_00076445,TXN_00026990,CUST_003712,3,2024-06-22,70.38,2024-06-21,70.38
RPY_00076446,TXN_00026990,CUST_003712,4,2024-07-22,70.38,2024-07-20,70.38
RPY_00076447,TXN_00026991,CUST_002951,1,2024-02-16,16.67,2024-02-23,17.5
RPY_00076448,TXN_00026991,CUST_002951,2,2024-03-17,16.67,2024-03-17,16.67
RPY_00076449,TXN_00026991,CUST_002951,3,2024-04-16,16.67,2024-04-15,16.67
RPY_00076450,TXN_00026992,CUST_003830,1,2024-03-27,45.94,2024-03-26,45.94
RPY_00076451,TXN_00026992,CUST_003830,2,2024-04-26,45.94,2024-04-24,45.94
RPY_00076452,TXN_00026992,CUST_003830,3,2024-05-26,45.94,2024-05-26,45.94
RPY_00076453,TXN_00026992,CUST_003830,4,2024-06-25,45.94,2024-06-23,45.94
RPY_00076454,TXN_00026993,CUST_003345,1,2024-02-26,23.36,2024-02-24,23.36
RPY_00076455,TXN_00026993,CUST_003345,2,2024-03-27,23.36,2024-03-25,23.36
RPY_00076456,TXN_00026993,CUST_003345,3,2024-04-26,23.36,2024-04-26,23.36
RPY_00076457,TXN_00026993,CUST_003345,4,2024-05-26,23.36,2024-05-26,23.36
RPY_00076458,TXN_00026994,CUST_000325,1,2024-04-07,53.07,2024-04-05,53.07
RPY_00076459,TXN_00026994,CUST_000325,2,2024-05-07,53.07,2024-05-06,53.07
RPY_00076460,TXN_00026994,CUST_000325,3,2024-06-06,53.07,2024-06-06,53.07
RPY_00076461,TXN_00026994,CUST_000325,4,2024-07-06,53.07,2024-07-04,53.07
RPY_00076462,TXN_00026995,CUST_001255,1,2024-04-11,18.02,2024-04-09,18.02
RPY_00076463,TXN_00026995,CUST_001255,2,2024-05-11,18.02,2024-05-10,18.02
RPY_00076464,TXN_00026995,CUST_001255,3,2024-06-10,18.02,2024-06-10,18.02
RPY_00076465,TXN_00026995,CUST_001255,4,2024-07-10,18.02,2024-07-08,18.02
RPY_00076466,TXN_00026997,CUST_000593,1,2024-04-16,78.82,2024-04-15,78.82
RPY_00076467,TXN_00026997,CUST_000593,2,2024-05-16,78.82,2024-05-15,78.82
RPY_00076468,TXN_00026997,CUST_000593,3,2024-06-15,78.82,2024-06-13,78.82
RPY_00076469,TXN_00026997,CUST_000593,4,2024-07-15,78.82,2024-07-15,78.82
RPY_00076470,TXN_00026998,CUST_002487,1,2024-03-25,14.0,2024-03-24,14.0
RPY_00076471,TXN_00026998,CUST_002487,2,2024-04-24,14.0,2024-04-22,14.0
RPY_00076472,TXN_00026998,CUST_002487,3,2024-05-24,14.0,2024-05-24,14.0
RPY_00076473,TXN_00026998,CUST_002487,4,2024-06-23,14.0,,
RPY_00076474,TXN_00027001,CUST_004205,1,2024-04-01,76.14,2024-04-01,76.14
RPY_00076475,TXN_00027001,CUST_004205,2,2024-05-01,76.14,2024-04-29,76.14
RPY_00076476,TXN_00027001,CUST_004205,3,2024-05-31,76.14,2024-05-29,76.14
RPY_00076477,TXN_00027002,CUST_000030,1,2024-01-17,29.14,2024-01-16,29.14
RPY_00076478,TXN_00027002,CUST_000030,2,2024-02-16,29.14,2024-02-14,29.14
RPY_00076479,TXN_00027002,CUST_000030,3,2024-03-17,29.14,2024-03-17,29.14
RPY_00076480,TXN_00027002,CUST_000030,4,2024-04-16,29.14,2024-04-15,29.14
RPY_00076481,TXN_00027003,CUST_000260,1,2024-03-11,75.52,2024-03-10,75.52
RPY_00076482,TXN_00027003,CUST_000260,2,2024-04-10,75.52,2024-04-09,75.52
RPY_00076483,TXN_00027003,CUST_000260,3,2024-05-10,75.52,2024-05-08,75.52
RPY_00076484,TXN_00027004,CUST_003506,1,2024-03-06,28.32,2024-03-05,28.32
RPY_00076485,TXN_00027004,CUST_003506,2,2024-04-05,28.32,2024-04-05,28.32
RPY_00076486,TXN_00027004,CUST_003506,3,2024-05-05,28.32,2024-05-06,29.74
RPY_00076487,TXN_00027004,CUST_003506,4,2024-06-04,28.32,2024-06-04,28.32
RPY_00076488,TXN_00027005,CUST_003020,1,2024-02-17,47.12,,
RPY_00076489,TXN_00027005,CUST_003020,2,2024-03-18,47.12,2024-03-28,49.48
RPY_00076490,TXN_00027005,CUST_003020,3,2024-04-17,47.12,,
RPY_00076491,TXN_00027005,CUST_003020,4,2024-05-17,47.12,2024-05-17,47.12
RPY_00076492,TXN_00027006,CUST_003184,1,2024-04-15,113.64,2024-04-13,113.64
RPY_00076493,TXN_00027006,CUST_003184,2,2024-05-15,113.64,2024-05-14,113.64
RPY_00076494,TXN_00027006,CUST_003184,3,2024-06-14,113.64,2024-06-13,113.64
RPY_00076495,TXN_00027006,CUST_003184,4,2024-07-14,113.64,2024-07-14,113.64
RPY_00076496,TXN_00027008,CUST_004941,1,2024-02-09,12.5,2024-02-08,12.5
RPY_00076497,TXN_00027008,CUST_004941,2,2024-03-10,12.5,2024-03-08,12.5
RPY_00076498,TXN_00027008,CUST_004941,3,2024-04-09,12.5,2024-04-07,12.5
RPY_00076499,TXN_00027008,CUST_004941,4,2024-05-09,12.5,2024-05-07,12.5
RPY_00076500,TXN_00027010,CUST_000561,1,2024-05-01,240.05,2024-04-29,240.05
RPY_00076501,TXN_00027010,CUST_000561,2,2024-05-31,240.05,2024-05-29,240.05
RPY_00076502,TXN_00027010,CUST_000561,3,2024-06-30,240.05,2024-06-30,240.05
RPY_00076503,TXN_00027012,CUST_004884,1,2024-05-20,16.82,2024-05-20,16.82
RPY_00076504,TXN_00027012,CUST_004884,2,2024-06-19,16.82,2024-06-23,17.66
RPY_00076505,TXN_00027012,CUST_004884,3,2024-07-19,16.82,2024-07-17,16.82
RPY_00076506,TXN_00027012,CUST_004884,4,2024-08-18,16.82,2024-08-18,16.82
RPY_00076507,TXN_00027013,CUST_000553,1,2024-03-14,23.54,2024-03-14,23.54
RPY_00076508,TXN_00027013,CUST_000553,2,2024-04-13,23.54,2024-04-12,23.54
RPY_00076509,TXN_00027013,CUST_000553,3,2024-05-13,23.54,,
RPY_00076510,TXN_00027014,CUST_002200,1,2024-05-03,103.83,2024-05-02,103.83
RPY_00076511,TXN_00027014,CUST_002200,2,2024-06-02,103.83,2024-05-31,103.83
RPY_00076512,TXN_00027014,CUST_002200,3,2024-07-02,103.83,2024-07-02,103.83
RPY_00076513,TXN_00027014,CUST_002200,4,2024-08-01,103.83,2024-07-31,103.83
RPY_00076514,TXN_00027015,CUST_003137,1,2024-06-08,20.18,2024-06-07,20.18
RPY_00076515,TXN_00027015,CUST_003137,2,2024-07-08,20.18,2024-07-08,20.18
RPY_00076516,TXN_00027015,CUST_003137,3,2024-08-07,20.18,2024-08-05,20.18
RPY_00076517,TXN_00027015,CUST_003137,4,2024-09-06,20.18,,
RPY_00076518,TXN_00027016,CUST_004604,1,2024-06-14,208.1,2024-06-13,208.1
RPY_00076519,TXN_00027016,CUST_004604,2,2024-07-14,208.1,2024-07-26,218.5
RPY_00076520,TXN_00027016,CUST_004604,3,2024-08-13,208.1,2024-08-13,208.1
RPY_00076521,TXN_00027016,CUST_004604,4,2024-09-12,208.1,2024-09-12,208.1
RPY_00076522,TXN_00027017,CUST_001991,1,2024-04-28,24.33,2024-04-26,24.33
RPY_00076523,TXN_00027017,CUST_001991,2,2024-05-28,24.33,2024-05-28,24.33
RPY_00076524,TXN_00027017,CUST_001991,3,2024-06-27,24.33,2024-06-27,24.33
RPY_00076525,TXN_00027018,CUST_004319,1,2024-03-31,138.33,2024-03-29,138.33
RPY_00076526,TXN_00027018,CUST_004319,2,2024-04-30,138.33,2024-04-28,138.33
RPY_00076527,TXN_00027018,CUST_004319,3,2024-05-30,138.33,2024-05-30,138.33
RPY_00076528,TXN_00027018,CUST_004319,4,2024-06-29,138.33,,
RPY_00076529,TXN_00027020,CUST_002257,1,2024-02-16,229.08,2024-02-14,229.08
RPY_00076530,TXN_00027020,CUST_002257,2,2024-03-17,229.08,2024-03-15,229.08
RPY_00076531,TXN_00027020,CUST_002257,3,2024-04-16,229.08,2024-04-16,229.08
RPY_00076532,TXN_00027021,CUST_003927,1,2024-04-13,50.51,2024-04-12,50.51
RPY_00076533,TXN_00027021,CUST_003927,2,2024-05-13,50.51,2024-05-13,50.51
RPY_00076534,TXN_00027021,CUST_003927,3,2024-06-12,50.51,2024-06-11,50.51
RPY_00076535,TXN_00027021,CUST_003927,4,2024-07-12,50.51,2024-07-11,50.51
RPY_00076536,TXN_00027022,CUST_000324,1,2024-05-31,77.62,2024-05-30,77.62
RPY_00076537,TXN_00027022,CUST_000324,2,2024-06-30,77.62,2024-06-29,77.62
RPY_00076538,TXN_00027022,CUST_000324,3,2024-07-30,77.62,2024-07-29,77.62
RPY_00076539,TXN_00027023,CUST_004140,1,2024-05-18,87.42,2024-05-16,87.42
RPY_00076540,TXN_00027023,CUST_004140,2,2024-06-17,87.42,2024-06-22,91.79
RPY_00076541,TXN_00027023,CUST_004140,3,2024-07-17,87.42,2024-07-15,87.42
RPY_00076542,TXN_00027026,CUST_002502,1,2024-03-20,41.06,,
RPY_00076543,TXN_00027026,CUST_002502,2,2024-04-19,41.06,2024-04-18,41.06
RPY_00076544,TXN_00027026,CUST_002502,3,2024-05-19,41.06,,
RPY_00076545,TXN_00027026,CUST_002502,4,2024-06-18,41.06,2024-06-16,41.06
RPY_00076546,TXN_00027027,CUST_001392,1,2024-04-25,49.47,,
RPY_00076547,TXN_00027027,CUST_001392,2,2024-05-25,49.47,2024-05-25,49.47
RPY_00076548,TXN_00027027,CUST_001392,3,2024-06-24,49.47,,
RPY_00076549,TXN_00027028,CUST_001779,1,2024-01-20,13.57,,
RPY_00076550,TXN_00027028,CUST_001779,2,2024-02-19,13.57,2024-02-19,13.57
RPY_00076551,TXN_00027028,CUST_001779,3,2024-03-20,13.57,2024-03-20,13.57
RPY_00076552,TXN_00027028,CUST_001779,4,2024-04-19,13.57,2024-04-17,13.57
RPY_00076553,TXN_00027029,CUST_002468,1,2024-05-11,16.67,2024-05-24,17.5
RPY_00076554,TXN_00027029,CUST_002468,2,2024-06-10,16.67,2024-06-10,16.67
RPY_00076555,TXN_00027029,CUST_002468,3,2024-07-10,16.67,2024-07-09,16.67
RPY_00076556,TXN_00027030,CUST_004093,1,2024-03-27,18.42,2024-03-26,18.42
RPY_00076557,TXN_00027030,CUST_004093,2,2024-04-26,18.42,2024-04-24,18.42
RPY_00076558,TXN_00027030,CUST_004093,3,2024-05-26,18.42,2024-05-26,18.42
RPY_00076559,TXN_00027032,CUST_002170,1,2024-03-22,158.96,2024-03-20,158.96
RPY_00076560,TXN_00027032,CUST_002170,2,2024-04-21,158.96,2024-04-30,166.91
RPY_00076561,TXN_00027032,CUST_002170,3,2024-05-21,158.96,2024-05-20,158.96
RPY_00076562,TXN_00027032,CUST_002170,4,2024-06-20,158.96,2024-06-18,158.96
RPY_00076563,TXN_00027034,CUST_003768,1,2024-03-26,41.41,2024-03-26,41.41
RPY_00076564,TXN_00027034,CUST_003768,2,2024-04-25,41.41,2024-04-23,41.41
RPY_00076565,TXN_00027034,CUST_003768,3,2024-05-25,41.41,2024-05-25,41.41
RPY_00076566,TXN_00027035,CUST_000123,1,2024-05-26,24.02,2024-05-24,24.02
RPY_00076567,TXN_00027035,CUST_000123,2,2024-06-25,24.02,2024-06-25,24.02
RPY_00076568,TXN_00027035,CUST_000123,3,2024-07-25,24.02,2024-07-24,24.02
RPY_00076569,TXN_00027035,CUST_000123,4,2024-08-24,24.02,2024-08-24,24.02
RPY_00076570,TXN_00027036,CUST_004993,1,2024-05-28,46.96,2024-05-26,46.96
RPY_00076571,TXN_00027036,CUST_004993,2,2024-06-27,46.96,2024-06-27,46.96
RPY_00076572,TXN_00027036,CUST_004993,3,2024-07-27,46.96,2024-08-10,49.31
RPY_00076573,TXN_00027036,CUST_004993,4,2024-08-26,46.96,2024-08-24,46.96
RPY_00076574,TXN_00027037,CUST_002087,1,2024-04-08,56.84,2024-04-08,56.84
RPY_00076575,TXN_00027037,CUST_002087,2,2024-05-08,56.84,2024-05-07,56.84
RPY_00076576,TXN_00027037,CUST_002087,3,2024-06-07,56.84,2024-06-07,56.84
RPY_00076577,TXN_00027037,CUST_002087,4,2024-07-07,56.84,2024-07-05,56.84
RPY_00076578,TXN_00027038,CUST_000587,1,2024-02-14,16.48,2024-02-12,16.48
RPY_00076579,TXN_00027038,CUST_000587,2,2024-03-15,16.48,2024-03-14,16.48
RPY_00076580,TXN_00027038,CUST_000587,3,2024-04-14,16.48,2024-04-21,17.3
RPY_00076581,TXN_00027038,CUST_000587,4,2024-05-14,16.48,2024-05-12,16.48
RPY_00076582,TXN_00027040,CUST_000993,1,2024-02-22,561.99,2024-02-21,561.99
RPY_00076583,TXN_00027040,CUST_000993,2,2024-03-23,561.99,2024-03-30,590.09
RPY_00076584,TXN_00027040,CUST_000993,3,2024-04-22,561.99,2024-04-21,561.99
RPY_00076585,TXN_00027041,CUST_001965,1,2024-06-03,14.57,2024-06-02,14.57
RPY_00076586,TXN_00027041,CUST_001965,2,2024-07-03,14.57,2024-07-03,14.57
RPY_00076587,TXN_00027041,CUST_001965,3,2024-08-02,14.57,,
RPY_00076588,TXN_00027041,CUST_001965,4,2024-09-01,14.57,2024-08-31,14.57
RPY_00076589,TXN_00027042,CUST_000668,1,2024-04-28,37.95,2024-04-27,37.95
RPY_00076590,TXN_00027042,CUST_000668,2,2024-05-28,37.95,2024-05-28,37.95
RPY_00076591,TXN_00027042,CUST_000668,3,2024-06-27,37.95,2024-06-27,37.95
RPY_00076592,TXN_00027042,CUST_000668,4,2024-07-27,37.95,2024-07-27,37.95
RPY_00076593,TXN_00027043,CUST_002052,1,2024-04-21,425.13,2024-04-21,425.13
RPY_00076594,TXN_00027043,CUST_002052,2,2024-05-21,425.13,2024-05-21,425.13
RPY_00076595,TXN_00027043,CUST_002052,3,2024-06-20,425.13,2024-06-20,425.13
RPY_00076596,TXN_00027044,CUST_001145,1,2024-06-13,712.14,2024-06-13,712.14
RPY_00076597,TXN_00027044,CUST_001145,2,2024-07-13,712.14,2024-07-11,712.14
RPY_00076598,TXN_00027044,CUST_001145,3,2024-08-12,712.14,2024-08-12,712.14
RPY_00076599,TXN_00027045,CUST_004797,1,2024-01-31,77.09,2024-01-29,77.09
RPY_00076600,TXN_00027045,CUST_004797,2,2024-03-01,77.09,2024-03-01,77.09
RPY_00076601,TXN_00027045,CUST_004797,3,2024-03-31,77.09,2024-03-31,77.09
RPY_00076602,TXN_00027045,CUST_004797,4,2024-04-30,77.09,2024-04-28,77.09
RPY_00076603,TXN_00027046,CUST_004303,1,2024-06-02,38.79,2024-06-01,38.79
RPY_00076604,TXN_00027046,CUST_004303,2,2024-07-02,38.79,2024-07-01,38.79
RPY_00076605,TXN_00027046,CUST_004303,3,2024-08-01,38.79,2024-07-30,38.79
RPY_00076606,TXN_00027048,CUST_000579,1,2024-02-24,12.5,2024-02-24,12.5
RPY_00076607,TXN_00027048,CUST_000579,2,2024-03-25,12.5,2024-03-24,12.5
RPY_00076608,TXN_00027048,CUST_000579,3,2024-04-24,12.5,2024-04-22,12.5
RPY_00076609,TXN_00027048,CUST_000579,4,2024-05-24,12.5,2024-05-23,12.5
RPY_00076610,TXN_00027049,CUST_001692,1,2024-02-27,16.67,2024-02-25,16.67
RPY_00076611,TXN_00027049,CUST_001692,2,2024-03-28,16.67,2024-03-28,16.67
RPY_00076612,TXN_00027049,CUST_001692,3,2024-04-27,16.67,2024-04-27,16.67
RPY_00076613,TXN_00027050,CUST_001352,1,2024-01-14,128.44,2024-01-12,128.44
RPY_00076614,TXN_00027050,CUST_001352,2,2024-02-13,128.44,2024-02-25,134.86
RPY_00076615,TXN_00027050,CUST_001352,3,2024-03-14,128.44,2024-03-14,128.44
RPY_00076616,TXN_00027051,CUST_003039,1,2024-03-13,42.45,2024-03-12,42.45
RPY_00076617,TXN_00027051,CUST_003039,2,2024-04-12,42.45,2024-04-10,42.45
RPY_00076618,TXN_00027051,CUST_003039,3,2024-05-12,42.45,2024-05-12,42.45
RPY_00076619,TXN_00027052,CUST_000493,1,2024-04-19,30.79,2024-04-18,30.79
RPY_00076620,TXN_00027052,CUST_000493,2,2024-05-19,30.79,2024-05-17,30.79
RPY_00076621,TXN_00027052,CUST_000493,3,2024-06-18,30.79,2024-06-18,30.79
RPY_00076622,TXN_00027052,CUST_000493,4,2024-07-18,30.79,2024-07-16,30.79
RPY_00076623,TXN_00027054,CUST_000201,1,2024-05-19,140.59,2024-05-17,140.59
RPY_00076624,TXN_00027054,CUST_000201,2,2024-06-18,140.59,2024-06-17,140.59
RPY_00076625,TXN_00027054,CUST_000201,3,2024-07-18,140.59,2024-07-29,147.62
RPY_00076626,TXN_00027056,CUST_003120,1,2024-04-02,34.3,2024-04-01,34.3
RPY_00076627,TXN_00027056,CUST_003120,2,2024-05-02,34.3,2024-05-01,34.3
RPY_00076628,TXN_00027056,CUST_003120,3,2024-06-01,34.3,2024-05-31,34.3
RPY_00076629,TXN_00027056,CUST_003120,4,2024-07-01,34.3,2024-07-01,34.3
RPY_00076630,TXN_00027057,CUST_000792,1,2024-02-26,90.67,2024-02-25,90.67
RPY_00076631,TXN_00027057,CUST_000792,2,2024-03-27,90.67,2024-03-27,90.67
RPY_00076632,TXN_00027057,CUST_000792,3,2024-04-26,90.67,2024-04-25,90.67
RPY_00076633,TXN_00027057,CUST_000792,4,2024-05-26,90.67,2024-05-24,90.67
RPY_00076634,TXN_00027058,CUST_002047,1,2024-01-23,92.88,2024-01-29,97.52
RPY_00076635,TXN_00027058,CUST_002047,2,2024-02-22,92.88,2024-02-21,92.88
RPY_00076636,TXN_00027058,CUST_002047,3,2024-03-23,92.88,2024-03-22,92.88
RPY_00076637,TXN_00027058,CUST_002047,4,2024-04-22,92.88,2024-04-22,92.88
RPY_00076638,TXN_00027059,CUST_000020,1,2024-04-01,12.5,2024-04-01,12.5
RPY_00076639,TXN_00027059,CUST_000020,2,2024-05-01,12.5,2024-05-01,12.5
RPY_00076640,TXN_00027059,CUST_000020,3,2024-05-31,12.5,2024-05-30,12.5
RPY_00076641,TXN_00027059,CUST_000020,4,2024-06-30,12.5,2024-06-30,12.5
RPY_00076642,TXN_00027061,CUST_000241,1,2024-04-12,33.01,2024-04-12,33.01
RPY_00076643,TXN_00027061,CUST_000241,2,2024-05-12,33.01,2024-05-11,33.01
RPY_00076644,TXN_00027061,CUST_000241,3,2024-06-11,33.01,2024-06-11,33.01
RPY_00076645,TXN_00027061,CUST_000241,4,2024-07-11,33.01,2024-07-09,33.01
RPY_00076646,TXN_00027062,CUST_001650,1,2024-04-03,42.99,2024-04-03,42.99
RPY_00076647,TXN_00027062,CUST_001650,2,2024-05-03,42.99,2024-05-03,42.99
RPY_00076648,TXN_00027062,CUST_001650,3,2024-06-02,42.99,2024-06-09,45.14
RPY_00076649,TXN_00027063,CUST_000116,1,2024-06-02,145.25,2024-06-02,145.25
RPY_00076650,TXN_00027063,CUST_000116,2,2024-07-02,145.25,2024-06-30,145.25
RPY_00076651,TXN_00027063,CUST_000116,3,2024-08-01,145.25,2024-08-01,145.25
RPY_00076652,TXN_00027064,CUST_000718,1,2024-04-25,47.8,2024-04-25,47.8
RPY_00076653,TXN_00027064,CUST_000718,2,2024-05-25,47.8,2024-05-24,47.8
RPY_00076654,TXN_00027064,CUST_000718,3,2024-06-24,47.8,2024-06-23,47.8
